2022-04-26,9
2022-02-21,31
2022-02-06,14
2022-03-25,16
2022-05-04,3
2022-05-05,7
2022-04-17,11
2022-04-05,12
2022-02-19,22
2022-03-08,7
2022-01-17,31
2022-04-10,3
2022-04-19,23
2022-04-18,11
2022-04-08,11
2022-02-20,24
2022-04-13,22
2022-03-17,16
2022-03-13,7
2022-05-03,9
2022-05-06,11
2022-04-01,11
2022-04-27,8
2021-12-30,36
2022-04-11,11
2022-03-22,11
2022-04-29,13
2022-04-20,14
2022-01-26,25
2022-04-24,11
2022-03-05,4
2022-03-30,20
2022-04-22,12
2022-02-16,23
2022-03-03,4
2022-03-12,7
2022-03-02,20
2022-03-27,9
2022-04-21,18
2021-12-03,27
2022-02-08,22
2022-04-15,5
2022-01-09,16
2022-03-20,14
2022-04-12,18
2021-12-08,39
2022-03-16,12
2022-04-06,11
2022-04-28,9
2022-02-27,11
2022-04-04,20
2022-03-18,9
2022-03-10,19
2022-04-03,6
2022-05-02,6
2022-02-14,16
2022-04-16,5
2022-04-07,11
2022-01-20,18
2022-03-11,14
2022-01-16,21
2022-02-11,22
2022-02-10,28
2022-03-24,16
2022-04-30,3
2022-02-09,31
2022-01-08,21
2022-03-29,22
2022-03-14,14
2022-01-21,26
2022-02-15,19
2022-02-03,31
2022-03-23,13
2022-01-07,35
2022-03-15,16
2022-02-26,14
2022-04-14,9
2022-02-12,14
2022-04-23,8
2022-03-21,12
2022-03-31,12
2022-01-06,35
2021-12-27,25
2022-02-25,17
2022-01-05,42
2022-02-22,20
2022-01-19,33
2022-04-25,13
2022-03-09,16
2022-02-02,19
2021-12-28,29
2022-02-01,26
2021-12-17,37
2022-03-28,6
2022-02-18,12
2021-12-16,46
2021-12-13,48
2022-01-25,38
2021-12-14,42
2021-12-12,29
2022-04-09,6
2022-04-02,6
2022-01-28,35
2021-11-28,19
2022-01-30,18
2022-01-29,20
2021-10-17,12
2022-01-24,37
2021-10-13,29
2022-03-04,5
2021-12-02,32
2022-02-23,13
2022-01-11,35
2022-02-28,27
2022-02-04,19
2021-11-19,17
2021-12-21,34
2022-01-31,25
2022-02-24,16
2022-02-17,25
2021-11-09,23
2021-12-15,40
2021-12-06,22
2021-12-01,37
2021-11-04,31
2022-03-19,8
2022-01-27,25
2021-12-29,42
2022-01-23,30
2021-12-22,41
2022-01-04,32
2022-02-07,23
2021-12-20,28
2022-01-14,53
2021-11-01,14
2021-12-31,59
2021-09-15,38
2021-12-24,32
2022-03-26,6
2021-12-05,17
2021-11-03,25
2021-12-26,23
2022-03-07,7
2022-02-13,15
2021-08-13,39
2021-12-19,28
2022-05-01,6
2022-01-12,45
2021-12-18,36
2022-05-07,1
2022-01-10,25
2021-12-25,14
2021-10-30,16
2022-01-13,38
2021-11-24,8
2022-01-03,23
2021-08-19,46
2021-11-13,13
2021-11-22,21
2021-10-27,30
2021-08-20,45
2022-01-01,17
2021-11-26,45
2021-11-05,17
2021-11-12,24
2021-10-26,38
2021-11-10,16
2021-11-30,29
2022-01-18,31
2021-12-09,28
2022-01-02,19
2021-12-23,36
2021-11-29,30
2021-11-27,21
2022-01-22,14
2021-12-11,16
2021-12-10,25
2021-11-25,19
2021-11-11,17
2021-11-18,23
2021-11-23,23
2021-12-04,16
2021-11-08,22
2022-03-06,4
2021-10-20,23
2021-09-13,33
2022-01-15,9
2022-02-05,6
2021-10-18,30
2021-10-09,12
2021-10-16,9
2021-11-06,16
2021-10-11,29
2021-10-02,19
2021-10-22,26
2021-11-15,17
2021-09-28,20
2021-10-08,33
2021-07-28,23
2021-10-31,14
2021-09-10,47
2021-08-12,46
2021-11-14,8
2021-12-07,16
2021-10-21,28
2021-10-01,24
2021-10-10,16
2021-09-29,25
2021-10-24,20
2021-09-03,36
2021-10-07,34
2021-07-23,39
2021-10-12,43
2021-10-19,21
2021-08-29,19
2021-08-27,30
2021-10-15,26
2021-11-02,11
2021-11-07,4
2021-10-25,19
2021-09-19,15
2021-09-01,35
2021-08-05,42
2021-09-26,13
2021-08-04,32
2021-09-17,28
2021-08-21,15
2021-11-21,16
2021-11-20,12
2021-10-29,22
2021-10-28,29
2021-11-16,25
2021-10-14,22
2021-09-18,16
2021-09-08,37
2021-09-16,51
2021-07-08,31
2021-09-14,49
2021-09-20,28
2021-08-31,40
2021-09-11,14
2021-09-22,25
2021-09-21,22
2021-08-16,23
2021-10-04,23
2021-06-28,43
2021-10-05,16
2021-10-23,7
2021-09-12,23
2021-10-06,15
2021-08-17,33
2021-08-15,17
2021-06-24,25
2021-07-21,41
2021-09-09,35
2021-09-02,32
2021-07-19,38
2021-09-30,13
2021-08-03,34
2021-09-06,22
2021-08-02,32
2021-09-27,14
2021-08-10,37
2021-07-13,41
2021-09-25,10
2021-07-11,41
2021-07-01,38
2021-09-24,31
2021-07-20,43
2021-08-30,43
2021-08-26,41
2021-11-17,19
2021-07-27,33
2021-07-06,62
2021-08-22,13
2021-10-03,14
2021-09-23,21
2021-06-01,42
2021-08-18,20
2021-08-08,29
2021-09-07,26
2021-07-31,16
2021-08-01,27
2021-06-25,38
2021-08-25,36
2021-08-24,34
2021-05-26,35
2021-08-23,43
2021-08-11,36
2021-08-09,39
2022-03-01,7
2021-07-07,46
2021-07-15,31
2021-07-14,24
2021-07-30,54
2021-07-12,42
2021-06-27,15
2021-06-13,25
2021-07-18,31
2021-06-11,32
2021-04-25,32
2021-07-22,42
2021-05-12,29
2021-08-07,18
2021-08-06,33
2021-05-10,25
2021-07-17,35
2021-05-25,36
2021-06-21,33
2021-07-24,21
2021-05-30,25
2021-05-18,41
2021-04-24,22
2021-08-14,17
2021-04-16,40
2021-05-31,27
2021-06-17,25
2021-09-05,13
2021-03-04,30
2021-07-05,32
2021-07-09,38
2021-07-25,29
2021-07-16,41
2021-06-20,21
2021-05-24,15
2021-06-02,33
2021-08-28,9
2021-06-29,41
2021-06-12,20
2021-06-16,32
2021-05-20,21
2021-07-26,44
2021-06-14,38
2021-05-08,18
2021-06-23,26
2021-05-27,37
2021-07-29,36
2021-05-13,25
2021-07-03,26
2021-09-04,15
2021-05-02,18
2021-06-22,22
2021-04-12,22
2021-06-15,41
2021-05-19,33
2021-07-10,18
2021-05-29,25
2021-05-28,40
2021-04-30,24
2021-06-19,19
2021-06-03,32
2021-06-30,31
2021-05-22,24
2021-06-08,23
2021-04-15,47
2021-04-27,48
2021-03-11,25
2021-05-03,35
2021-05-14,25
2021-06-05,24
2021-04-21,38
2021-06-04,28
2021-07-02,19
2021-05-07,32
2021-06-09,26
2021-04-18,20
2021-05-04,44
2021-04-06,33
2021-05-05,42
2021-06-18,24
2021-06-06,18
2021-04-13,48
2021-06-26,16
2021-05-09,14
2021-07-04,22
2021-05-06,48
2021-01-10,31
2021-06-07,33
2021-05-11,33
2021-05-16,23
2021-04-22,25
2021-03-19,30
2021-05-21,15
2021-04-26,32
2021-05-15,12
2021-03-22,38
2021-03-10,32
2021-04-23,28
2021-05-17,34
2021-04-29,37
2021-04-28,48
2021-05-23,16
2021-04-11,29
2021-04-10,16
2021-03-28,30
2021-03-27,30
2021-02-03,53
2021-03-26,32
2021-04-20,34
2021-05-01,13
2021-03-29,25
2021-03-09,41
2021-04-02,32
2021-04-01,28
2021-04-08,33
2021-04-14,42
2021-02-21,39
2021-03-12,28
2021-03-01,34
2021-03-24,35
2021-04-19,21
2021-03-23,55
2021-04-09,34
2021-04-05,21
2021-03-18,46
2021-03-17,42
2021-03-07,24
2021-02-17,41
2021-03-05,33
2021-03-31,32
2021-04-07,47
2021-02-04,55
2021-03-20,23
2021-02-11,52
2021-01-03,38
2021-02-02,40
2021-01-24,20
2021-02-20,19
2020-11-26,37
2021-04-17,21
2021-01-31,43
2021-03-25,37
2021-01-26,61
2021-06-10,24
2021-02-28,41
2021-01-06,42
2021-01-17,30
2021-02-26,33
2021-02-27,12
2021-01-16,26
2020-11-15,24
2021-02-22,52
2021-02-23,49
2021-02-05,46
2021-01-18,39
2021-02-14,29
2021-04-03,29
2021-02-09,36
2021-03-14,26
2021-02-16,48
2021-01-20,39
2021-03-03,58
2021-01-08,68
2021-03-08,30
2021-01-15,53
2021-02-01,50
2021-01-27,49
2021-01-21,46
2021-02-19,34
2021-03-06,11
2020-12-27,21
2021-01-25,55
2021-01-29,48
2021-02-07,30
2021-03-02,42
2020-12-03,41
